Price,Close,High,Low,Open,Volume
Ticker,SAVEQ,SAVEQ,SAVEQ,SAVEQ,SAVEQ
Date,,,,,
2024-01-02,15.903237342834473,16.389574864907512,15.776788548166449,15.912964315903583,3256100
2024-01-03,15.53361988067627,15.874055571278772,15.270997187602905,15.611432878205408,3259600
2024-01-04,15.339085578918457,15.64061431699584,15.027828940354954,15.621160371253977,3073800
2024-01-05,15.44607925415039,15.718427996936672,15.339085337102432,15.368265327640026,2792200
2024-01-08,15.805968284606934,16.10749700626419,15.193182941336048,15.55307256942559,3543700
2024-01-09,15.28072452545166,15.757335987873319,14.51231130057064,15.562800242746839,5264700
2024-01-10,15.300177574157715,16.175584718526245,15.183456683416255,15.377992428933869,3652900
2024-01-11,14.765206336975098,15.582253459946624,14.736025420001017,15.36826470687905,3300100
2024-01-12,14.560944557189941,15.125095965447361,14.356682776433624,14.930561157016378,3128400
2024-01-16,7.703586101531982,15.09591649879687,5.641515205532133,14.638758987443195,102149900
2024-01-17,5.972224235534668,6.5850095830378175,5.583154151541832,6.536375648610873,78533900
2024-01-18,5.544247150421143,5.777689384693465,3.9296068466172276,5.6415150185890255,134693200
2024-01-19,6.497468948364258,7.149161284141503,6.419655021192215,6.974079948004406,105148400
2024-01-22,7.761946201324463,8.024568422038888,6.419654644869597,6.876812135917987,61645100
2024-01-23,8.005114555358887,9.0847843653973,7.645225391692029,8.131562412733437,60086800
2024-01-24,6.990936756134033,8.389124670775791,6.813701906425198,8.15281059880576,36087600
2024-01-25,7.109093189239502,7.335560172152928,6.695545214343743,7.128785949948823,18505000
2024-01-26,6.153993606567383,6.547849291290186,5.592749220623955,5.671520733178477,48337300
2024-01-29,5.937373161315918,6.498617070479089,5.907833785801435,6.213071808393015,19204400
2024-01-30,6.291842937469482,6.419846117282563,6.104761475322469,6.341075074170652,22961600
2024-01-31,6.1933794021606445,6.567542342680557,6.124454501692512,6.1933794021606445,15646800
2024-02-01,6.262304306030273,6.350921498666039,6.104761743376464,6.252457690452704,8177800
2024-02-02,6.203225612640381,6.311535559786962,5.966912018976372,6.213071758057143,11301700
2024-02-05,6.153993606567383,6.203225743224903,6.006297666107276,6.104761469909864,6228300
2024-02-06,6.971243858337402,7.138632558980312,6.085068688147701,6.104761448840252,15701700
2024-02-07,6.843240737915039,7.020476055184248,6.57738823152368,6.89247287482592,9695300
2024-02-08,7.069707870483398,7.493102942139675,6.587234984518063,7.2370965760672785,22553400
2024-02-09,6.547849178314209,7.030322043378574,6.547849178314209,6.990936522537092,9829900
2024-02-12,6.61677360534668,6.695545116545849,6.469078136940292,6.60692745989206,7718400
2024-02-13,6.272150039672852,6.459231497732965,6.07522243619507,6.449385352315296,9663200
2024-02-14,6.331228733062744,6.360768110264502,6.124454501187855,6.321382587003806,5517200
2024-02-15,6.488770961761475,6.675852422380407,6.331228407312008,6.360767782993923,7042600
2024-02-16,6.518310070037842,6.646313252774263,6.321382457760627,6.459231786354677,4913500
2024-02-20,6.498617172241211,6.705391395543144,6.459231650613458,6.528156548218253,5069000
2024-02-21,6.409999847412109,6.528156409789881,6.35092109671078,6.4493853682047,3543800
2024-02-22,6.460000038146973,6.590000152587891,6.28000020980835,6.420000076293945,4312400
2024-02-23,6.429999828338623,6.570000171661377,6.340000152587891,6.389999866485596,3857400
2024-02-26,6.28000020980835,6.480000019073486,6.199999809265137,6.449999809265137,4582500
2024-02-27,6.349999904632568,6.440000057220459,6.28000020980835,6.349999904632568,4083800
2024-02-28,6.489999771118164,6.519999980926514,6.28000020980835,6.309999942779541,3655200
2024-02-29,6.449999809265137,6.650000095367432,6.449999809265137,6.539999961853027,2303700
2024-03-01,6.460000038146973,6.590000152587891,6.380000114440918,6.480000019073486,4592000
2024-03-04,5.760000228881836,5.980000019073486,5.429999828338623,5.460000038146973,23545500
2024-03-05,5.46999979019165,5.75,5.440000057220459,5.639999866485596,7421100
2024-03-06,5.210000038146973,5.599999904632568,5.099999904632568,5.489999771118164,11547600
2024-03-07,5.099999904632568,5.400000095367432,5.039999961853027,5.210000038146973,9990100
2024-03-08,4.849999904632568,5.239999771118164,4.840000152587891,5.170000076293945,10292200
