Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2024-01-02,139.06033325195312,140.1115639594,137.24685727343498,139.10019855495605,20071900
2024-01-03,139.85748291015625,140.5848651026956,137.93438480135126,138.10378954601114,18974300
2024-01-04,137.54576110839844,140.13147130355165,137.51586973538048,139.3492934373723,18253300
2024-01-05,136.8981170654297,138.3130313709,136.3600570579476,137.8566785176243,15433200
2024-01-08,140.02685546875,140.13646224097636,137.38634941623909,137.5059149117014,17645300
2024-01-09,142.04959106445312,142.2887372677432,139.28950421759316,139.5585417957747,19579700
2024-01-10,143.28517150878906,144.00756674748428,141.94997261434466,142.00975537019147,16641900
2024-01-11,143.15562438964844,146.13492493087236,141.7058318214897,144.37624467130036,17471100
2024-01-12,143.72360229492188,144.22181221180145,142.84674797588258,143.82323515580174,13995200
2024-01-16,143.5641632080078,145.31785654097203,142.54382728921001,142.9164812308532,19198900
2024-01-17,142.37841796875,142.89656049773194,140.0069340901008,142.3983506209844,17884500
2024-01-18,144.4709014892578,145.06377244232667,142.83677374742865,142.92644787373524,18876800
2024-01-19,147.4402313232422,147.50997279943743,145.27800229464944,145.7811839285456,27170900
2024-01-22,147.18116760253906,149.47790782267836,147.0516281700249,148.17758735010327,21829200
2024-01-23,148.14768981933594,148.3270532910163,146.66303403543785,147.19113531757282,14113600
2024-01-24,149.81170654296875,151.02733978166782,149.30352277017093,149.7519085900483,19245000
2024-01-25,153.08993530273438,154.20592059764948,150.6786012452732,151.1967437911235,21495100
2024-01-26,153.23939514160156,153.55825677724079,152.25294926518188,152.3226907453782,19494500
2024-01-29,154.28564453125,154.64435628217598,152.3725202610316,153.08994376288354,20909300
2024-01-30,152.50205993652344,154.4849256924498,152.22803535733792,153.45861447100043,26578900
2024-01-31,141.29232788085938,145.06875215819224,141.04322293579585,144.86947124297328,43908600
2024-02-01,142.19908142089844,144.10223175163364,141.75068033157373,143.17556860257073,25526900
2024-02-02,143.02609252929688,143.36488681912803,137.6753230264608,140.385586120152,42116900
2024-02-05,144.41111755371094,146.14489351807975,143.39478028191945,143.5243045199949,29254400
2024-02-06,144.889404296875,146.214644432781,144.00259129816007,145.43743821836384,21517700
2024-02-07,146.15484619140625,146.47370781934958,144.69012310103926,145.59685354666468,21436100
2024-02-08,146.6929168701172,147.08151996460657,145.895778028966,146.44381193251738,18241300
2024-02-09,149.6821746826172,150.1554801411711,146.9021550913949,147.42029761378677,21877700
2024-02-12,148.197509765625,150.05085116638458,148.0281202273602,149.00460735554043,17236100
2024-02-13,145.84596252441406,147.50998178033353,144.59047903903283,145.54704874515164,18138500
2024-02-14,146.6132049560547,147.3007370328639,145.03387292424227,146.84237724693804,16651800
2024-02-15,143.42466735839844,144.24172368204728,141.37204501861007,143.9428099076388,26724300
2024-02-16,141.25245666503906,143.96271957026013,141.01332565844572,143.69369718784262,21849700
2024-02-20,141.6908721923828,142.8158277957992,140.29589075416882,140.43538889799024,18625600
2024-02-21,143.32501220703125,143.4645103629072,141.40192940073,142.12931155607185,16499600
2024-02-22,144.7997283935547,145.67656745304808,143.49440572228687,145.59685204688338,23024700
2024-02-23,144.76983642578125,145.43246415459177,144.27162649008156,144.450989973097,14519400
2024-02-26,138.25323486328125,143.3250075418804,138.24327613967094,142.93640446286346,33513000
2024-02-27,139.59840393066406,139.98700699959346,138.00412635322363,138.91087191544486,22364000
2024-02-28,136.93797302246094,138.78135583113408,136.150808028866,138.60200755569232,30628700
2024-02-29,139.27955627441406,139.44894581329615,137.07747706478742,137.85468328043908,35485000
2024-03-01,137.58563232421875,139.49875630041117,137.48101251415764,139.11015323031205,28522000
2024-03-04,133.71954345703125,136.1408516462783,132.38434448079033,136.05116230285387,43571500
2024-03-05,133.30104064941406,133.54018687674454,131.0790287355471,132.2647707393013,28447600
2024-03-06,132.08538818359375,134.25759095655891,131.477571580588,133.75938112472332,23175200
2024-03-07,134.75579833984375,135.3337235587709,132.1850338297846,133.41062573666676,24107300
2024-03-08,135.80203247070312,138.48739082554556,134.3173768675231,134.55153610216772,26472400
2024-03-11,138.44256591796875,139.47883579374053,136.57926580476564,136.57926580476564,22536400
2024-03-12,139.1201171875,139.77775785522647,137.7151769299223,137.75502702910646,19019700
2024-03-13,140.26602172851562,141.6809360424644,139.50873293783897,139.55855696946134,19637000
2024-03-14,143.82321166992188,144.21181473346388,140.97843776624688,141.79052223081538,36117900
2024-03-15,141.66099548339844,143.8232245385374,140.62472562261846,142.89656145954595,41025900
2024-03-18,147.94839477539062,152.38245945879706,147.60961572186255,148.8352077120719,47676700
2024-03-19,147.39041137695312,149.0843219545804,146.48366573219153,148.4466139063857,17748400
2024-03-20,149.14410400390625,149.22381941007393,147.1363187737954,148.25729101600973,17730000
2024-03-21,148.20748901367188,150.76329307208584,147.48009160046513,149.78183414860183,19843900
2024-03-22,151.2266387939453,152.01380375387492,149.55264560728025,149.70211770124945,19226300
2024-03-25,150.6088409423828,150.9137451462837,148.26726362421323,150.4095600308176,15114700
2024-03-26,151.15687561035156,152.6515052608247,150.48927619097265,150.69853103186887,19312700
2024-03-27,151.39601135253906,152.14332612606745,149.59249413175579,151.60027921513577,16622000
2024-03-28,151.71487426757812,152.12341003725055,150.78821114550908,151.45581059137982,21105600
2024-04-01,155.93968200683594,156.43789185350315,151.10704041250085,151.28640386346316,24469800
2024-04-02,155.3119354248047,155.4315161289034,152.9105754774357,154.19595021427114,17598100
2024-04-03,155.81015014648438,155.98951360615538,153.5801714004906,154.36534456183085,17266200
